LoanAmountTerm,CreditHistory,LoanStatus,LoanAmountLog,IncomeLog,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Education_Graduate,Education_Not Graduate,SelfEmployed_No,SelfEmployed_Yes,PropertyArea_Rural,PropertyArea_Semiurban,PropertyArea_Urban
360.0,1.0,0,4.31748811353631,7.79770203551669,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.564348191467836,8.609590040682205,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,5.225746673713202,8.774003600200931,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.700480365792417,8.213652703029998,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,5.41610040220442,9.756320761816548,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
360.0,0.0,0,4.77912349311153,8.657650544111494,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
84.0,1.0,1,4.653960350157523,8.352082671352637,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.672828834461906,8.366370301681654,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
12.0,1.0,1,4.709530201312334,8.920255414908091,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.553876891600541,7.970740390007095,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
360.0,0.0,0,5.342334251964811,9.277905558138606,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
480.0,1.0,1,4.727387818712341,8.372860820526318,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.605170185988092,8.058010800802085,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.337538079701318,9.258082367961604,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,0,4.927253685157205,9.143345503151904,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
300.0,1.0,1,4.820281565605037,8.574895901544526,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,5.493061443340548,8.97790377375038,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,1,6.173786103901937,10.221941283654663,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.564348191467836,8.183955717304954,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.236441962829949,8.61104776688786,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,3.6888794541139363,9.492658081928813,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.605170185988092,8.493924564476883,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,5.521460917862246,8.995784837848506,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.997212273764115,8.578852571802965,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
180.0,1.0,0,4.248495242049359,9.082052351674651,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.739792912179234,9.15704507491796,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.0106352940962555,8.83840674707681,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
480.0,1.0,1,4.727387818712341,8.206037762778815,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,0.0,0,4.812184355372417,8.491670234185152,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,0,5.220355825078324,8.794521851788527,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,4.553876891600541,8.131530710604252,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,3.8066624897703196,8.277411998949004,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,1,4.007333185232471,7.824046010856292,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.605170185988092,8.867990898182093,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
360.0,1.0,1,6.173786103901937,9.623376745580666,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,1.0,0,4.852030263919617,8.819813136232225,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.991464547107982,9.769956159911606,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,1.0,1,4.700480365792417,8.236155661683124,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,1,5.081404364984463,8.812099108957337,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.543294782270004,8.289288323000317,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.867534450455582,8.82217476094608,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,5.375278407684165,8.783396232190894,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.605170185988092,8.361941906144946,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,0.0,0,4.700480365792417,8.185350223178686,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,0,5.278114659230517,9.328123407632566,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.8283137373023015,9.807251944655302,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
360.0,1.0,1,4.836281906951478,8.432070937999402,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,5.780743515792329,9.214232786691527,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.672828834461906,8.193400231952097,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,0,4.189654742026425,8.146998697389993,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
180.0,1.0,1,5.056245805348308,8.766705997750515,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
180.0,1.0,1,4.941642422609304,8.916371914881694,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.59511985013459,7.6676260915849905,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.553876891600541,8.20303024171486,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.852030263919617,8.46863300080086,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.624972813284271,8.210668031162976,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,5.043425116919247,8.45914025996762,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
36.0,1.0,0,4.382026634673881,8.119100837637486,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.976733742420574,8.368461137615839,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.634728988229636,8.517193191416238,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.700480365792417,8.476579508530941,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.852030263919617,8.799812469525556,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,1.0,1,4.852030263919617,8.490233009833455,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
360.0,1.0,1,5.062595033026967,8.792245847467877,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,0.0,0,5.198497031265826,8.473659189392508,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
180.0,0.0,0,4.882801922586371,8.969414650866176,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,3.258096538021482,8.779557455883728,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.430816798843313,8.36450810375059,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.560681631015528,9.22414465295258,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
360.0,1.0,1,5.087596335232384,8.78813593986372,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.204006687076795,8.777401286867264,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.68213122712422,8.27308133366583,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,1,6.396929655216146,9.877348894926433,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
360.0,1.0,1,5.351858133476067,8.984317679911129,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.882801922586371,8.66561319653451,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
360.0,0.0,0,5.552959584921617,9.08239335764556,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,4.787491742782046,8.404472321352118,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.248495242049359,8.11162807830774,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.812184355372417,8.68270762989381,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,0,2.1972245773362196,7.774015077250727,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.6443908991413725,8.56216655705897,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.225746673713202,8.550047528287184,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,0.0,0,5.10594547390058,8.789812386190972,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.616771097666572,9.721125994942152,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
480.0,1.0,0,5.231108616854587,8.955448122347393,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,0,5.0106352940962555,8.764990330169104,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
84.0,1.0,1,4.68213122712422,8.194229304819817,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,0.0,0,4.912654885736052,8.574895901544526,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.700480365792417,8.694167141883597,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.672828834461906,8.297543529356284,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.081404364984463,8.715880102296456,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.3230099791384085,8.785692444451245,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,0,4.499809670330265,10.482149379105689,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,3.58351893845611,8.060224240440958,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,4.110873864173311,7.539027055823995,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.983606621708336,8.456168489578463,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
84.0,1.0,0,5.147494476813453,8.893298144217916,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.6443908991413725,8.247743887225516,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.248495242049359,7.68017564043659,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.543294782270004,8.465899897028686,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.663439094112067,7.9105906122564775,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
180.0,1.0,1,4.02535169073515,8.766550149546351,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
240.0,1.0,0,5.3230099791384085,8.699514748210191,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
360.0,1.0,1,5.676753802268282,9.143880005275912,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
180.0,1.0,1,4.955827057601261,8.876125585396185,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.560681631015528,9.68781601606062,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.700480365792417,8.251403065380556,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,0,5.231108616854587,8.906935339059165,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
360.0,0.0,0,4.477336814478207,8.00202481821611,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.19295685089021,9.206633510044856,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,1,5.2574953720277815,8.662158961666423,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
180.0,1.0,0,5.857933154483459,10.647399137646048,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,1,5.043425116919247,8.645762292210945,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.852030263919617,8.648747631156539,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,1,5.147494476813453,8.984317679911129,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,6.206575926724928,9.392661928770137,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
180.0,1.0,0,4.852030263919617,8.732304571033183,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,5.153291594497779,8.68270762989381,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.056245805348308,8.59378379357795,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,1,4.68213122712422,8.552946361122055,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.2626798770413155,7.9724660159745655,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
180.0,1.0,1,3.6888794541139363,8.32020459757888,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,5.53338948872752,9.025455532779063,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.231108616854587,8.933664178700935,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,0.0,0,4.890349128221754,8.430109084509125,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
